=== Mesh Information ===
Number of tetrahedra: 148000
Number of vertices: 29322
Number of boundary elements: 32146
m1 = -4, m2 = -2, m3 = 4, d = 2.16
# a = 25 um
# sigma0 = 2.25873
# n = 5e+11 1/cm^2, mu = 7.47912 m^2/Vs
# epsilon = (1,0), kcr1 = -0.0311846 1/T
# d = 2.16, kcr = -0, k = 0.001
Time_from_Epoch = 1769780238
time_(s)	Frequency_(GHz)	k	|t_xx|^2	arg(t_xx)	|r_xx|^2	arg(r_xx)	|t_xy|^2	arg(t_xy)	|r_xy|^2	arg(r_xy)	|t_yy|^2	arg(t_yy)	|r_yy|^2	arg(r_yy)	|t_yx|^2	arg(t_yx)	|r_yx|^2	arg(r_yx)	
1647.57	67.7531	0.0355	0.998284	0.00178237	3.0675e-06	2.06496	1.62695e-14	1.54218	1.63611e-14	1.62495	0.999917	0.00181255	3.28659e-06	1.59446	1.68741e-14	1.77845	1.59954e-14	1.62845
1670.56	68.7074	0.036	0.998284	0.00180887	3.13847e-06	2.05847	1.74619e-14	1.54332	1.75629e-14	1.62559	0.999914	0.00184773	3.41544e-06	1.59492	1.81113e-14	1.77864	1.71804e-14	1.62905
1693.48	69.6616	0.0365	0.998283	0.00183543	3.21069e-06	2.05211	1.87398e-14	1.54449	1.88511e-14	1.62623	0.999911	0.00188341	3.5487e-06	1.59539	1.9437e-14	1.77881	1.84511e-14	1.62966
1716.39	70.6159	0.037	0.998283	0.00186205	3.28418e-06	2.04587	2.01095e-14	1.54568	2.02319e-14	1.62687	0.999907	0.00191962	3.68654e-06	1.59586	2.08573e-14	1.77894	1.98136e-14	1.63027
1739.15	71.5702	0.0375	0.998283	0.00188873	3.35896e-06	2.03975	2.15774e-14	1.5469	2.17118e-14	1.62751	0.999904	0.00195638	3.82913e-06	1.59634	2.23794e-14	1.77905	2.12747e-14	1.63088
1761.99	72.5244	0.038	0.998282	0.00191548	3.43504e-06	2.03375	2.31505e-14	1.54814	2.32982e-14	1.62817	0.9999	0.00199369	3.97667e-06	1.59683	2.40104e-14	1.77913	2.28416e-14	1.6315
1784.82	73.4787	0.0385	0.998282	0.00194229	3.51243e-06	2.02786	2.48366e-14	1.54941	2.49986e-14	1.62882	0.999896	0.00203159	4.12936e-06	1.59732	2.57581e-14	1.77919	2.45218e-14	1.63212
1807.65	74.433	0.039	0.998281	0.00196917	3.59114e-06	2.02208	2.66442e-14	1.5507	2.68217e-14	1.62948	0.999892	0.00207008	4.28741e-06	1.59783	2.76311e-14	1.77923	2.63237e-14	1.63275
1830.45	75.3873	0.0395	0.998281	0.00199612	3.67119e-06	2.01641	2.85814e-14	1.55201	2.87758e-14	1.63015	0.999888	0.00210919	4.45104e-06	1.59834	2.96384e-14	1.77924	2.82563e-14	1.63338
1853.62	76.3415	0.04	0.998281	0.00202314	3.75259e-06	2.01084	3.06583e-14	1.55335	3.0871e-14	1.63082	0.999884	0.00214893	4.62047e-06	1.59885	3.17897e-14	1.77924	3.0329e-14	1.63402
1876.42	77.2958	0.0405	0.99828	0.00205022	3.83536e-06	2.00538	3.28849e-14	1.55471	3.31173e-14	1.6315	0.99988	0.00218934	4.79597e-06	1.59938	3.40958e-14	1.77922	3.25522e-14	1.63467
1899.22	78.2501	0.041	0.99828	0.00207738	3.91951e-06	2.00001	3.52723e-14	1.55609	3.55262e-14	1.63219	0.999875	0.00223042	4.97778e-06	1.59992	3.65677e-14	1.77918	3.49371e-14	1.63532
1921.95	79.2043	0.0415	0.998279	0.0021046	4.00505e-06	1.99475	3.78323e-14	1.55749	3.81094e-14	1.63289	0.99987	0.00227221	5.16617e-06	1.60046	3.92176e-14	1.77913	3.74953e-14	1.63598
1944.81	80.1586	0.042	0.998279	0.0021319	4.092e-06	1.98957	4.05776e-14	1.55891	4.08799e-14	1.63359	0.999865	0.00231472	5.36145e-06	1.60102	4.20589e-14	1.77906	4.02402e-14	1.63664
1967.7	81.1129	0.0425	0.998278	0.00215928	4.18038e-06	1.98449	4.35221e-14	1.56035	4.38517e-14	1.6343	0.99986	0.00235799	5.56389e-06	1.60158	4.51057e-14	1.77899	4.31854e-14	1.63732
1990.59	82.0671	0.043	0.998278	0.00218673	4.2702e-06	1.97949	4.66806e-14	1.56182	4.70395e-14	1.63502	0.999855	0.00240203	5.77384e-06	1.60216	4.8373e-14	1.7789	4.6346e-14	1.638
2013.42	83.0214	0.0435	0.998277	0.00221425	4.36147e-06	1.97459	5.00687e-14	1.5633	5.04594e-14	1.63575	0.999849	0.00244688	5.99162e-06	1.60275	5.18773e-14	1.77881	4.97378e-14	1.63869
2036.58	83.9757	0.044	0.998277	0.00224186	4.45421e-06	1.96977	5.37046e-14	1.56481	5.41296e-14	1.63649	0.999844	0.00249255	6.21759e-06	1.60334	5.56366e-14	1.77871	5.33788e-14	1.6394
2059.57	84.9299	0.0445	0.998276	0.00226954	4.54845e-06	1.96503	5.7606e-14	1.56634	5.8068e-14	1.63724	0.999838	0.00253909	6.45213e-06	1.60395	5.96696e-14	1.77861	5.72873e-14	1.64011
2082.32	85.8842	0.045	0.998276	0.0022973	4.64419e-06	1.96037	6.17934e-14	1.56788	6.22955e-14	1.638	0.999832	0.00258651	6.69564e-06	1.60457	6.39974e-14	1.7785	6.14839e-14	1.64083
2105.08	86.8385	0.0455	0.998275	0.00232514	4.74145e-06	1.95579	6.62886e-14	1.56945	6.68338e-14	1.63877	0.999825	0.00263486	6.94853e-06	1.6052	6.8642e-14	1.77838	6.59904e-14	1.64156
2128.1	87.7928	0.046	0.998275	0.00235307	4.84025e-06	1.95129	7.11153e-14	1.57104	7.17071e-14	1.63956	0.999819	0.00268417	7.21127e-06	1.60585	7.3628e-14	1.77827	7.0831e-14	1.64231
2151.05	88.747	0.0465	0.998274	0.00238108	4.94061e-06	1.94686	7.62983e-14	1.57264	7.69404e-14	1.64035	0.999812	0.00273446	7.48432e-06	1.6065	7.89807e-14	1.77816	7.60305e-14	1.64307
2174.02	89.7013	0.047	0.998274	0.00240917	5.04255e-06	1.94251	8.18653e-14	1.57427	8.25615e-14	1.64116	0.999805	0.00278578	7.76819e-06	1.60718	8.47291e-14	1.77804	8.16177e-14	1.64384
2196.9	90.6556	0.0475	0.998273	0.00243735	5.14608e-06	1.93823	8.78464e-14	1.57592	8.86011e-14	1.64199	0.999797	0.00283816	8.0634e-06	1.60786	9.09032e-14	1.77793	8.76217e-14	1.64462
2220.32	91.6098	0.048	0.998272	0.00246562	5.25123e-06	1.93402	9.4274e-14	1.57759	9.50917e-14	1.64283	0.99979	0.00289165	8.37054e-06	1.60856	9.75365e-14	1.77783	9.40758e-14	1.64542
2243.21	92.5641	0.0485	0.998272	0.00249397	5.358e-06	1.92987	1.01182e-13	1.57927	1.02068e-13	1.64368	0.999782	0.00294628	8.69019e-06	1.60927	1.04664e-13	1.77773	1.01015e-13	1.64624
2266.28	93.5184	0.049	0.998271	0.00252242	5.46643e-06	1.92579	1.0861e-13	1.58098	1.09569e-13	1.64455	0.999773	0.00300209	9.023e-06	1.61	1.12326e-13	1.77764	1.08477e-13	1.64707
2289.05	94.4726	0.0495	0.998271	0.00255096	5.57653e-06	1.92178	1.16597e-13	1.58272	1.17635e-13	1.64543	0.999765	0.00305915	9.36966e-06	1.61075	1.20563e-13	1.77755	1.16505e-13	1.64791
2311.84	95.4269	0.05	0.99827	0.00257959	5.68833e-06	1.91783	1.2519e-13	1.58447	1.26312e-13	1.64633	0.999756	0.00311748	9.73089e-06	1.61152	1.29422e-13	1.77747	1.25142e-13	1.64877
2334.7	96.3812	0.0505	0.998269	0.00260831	5.80183e-06	1.91394	1.34435e-13	1.58624	1.35649e-13	1.64725	0.999746	0.00317714	1.01075e-05	1.6123	1.38953e-13	1.77741	1.34439e-13	1.64965
2357.74	97.3354	0.051	0.998269	0.00263713	5.91707e-06	1.91011	1.44386e-13	1.58804	1.45699e-13	1.64819	0.999736	0.00323819	1.05002e-05	1.6131	1.49209e-13	1.77736	1.44448e-13	1.65055
2380.55	98.2897	0.0515	0.998268	0.00266604	6.03407e-06	1.90635	1.55101e-13	1.58986	1.56521e-13	1.64915	0.999726	0.00330068	1.091e-05	1.61391	1.60248e-13	1.77732	1.55226e-13	1.65147
2403.38	99.244	0.052	0.998268	0.00269505	6.15284e-06	1.90263	1.66642e-13	1.5917	1.68175e-13	1.65012	0.999715	0.00336466	1.13378e-05	1.61475	1.72135e-13	1.77729	1.66838e-13	1.65241
2426.41	100.198	0.0525	0.998267	0.00272416	6.27341e-06	1.89898	1.79076e-13	1.59357	1.80733e-13	1.65112	0.999704	0.00343021	1.17845e-05	1.61561	1.84941e-13	1.77728	1.79353e-13	1.65337
2453.42	101.153	0.053	0.998266	0.00275338	6.39581e-06	1.89538	1.92478e-13	1.59546	1.94268e-13	1.65214	0.999692	0.00349737	1.22514e-05	1.61649	1.98739e-13	1.77729	1.92844e-13	1.65435
2478	102.107	0.0535	0.998266	0.00278269	6.52005e-06	1.89184	2.06929e-13	1.59737	2.08862e-13	1.65318	0.99968	0.00356623	1.27395e-05	1.61739	2.13614e-13	1.77732	2.07393e-13	1.65536
2502.59	103.061	0.054	0.998265	0.00281211	6.64616e-06	1.88834	2.22517e-13	1.59931	2.24605e-13	1.65425	0.999667	0.00363686	1.325e-05	1.61832	2.29656e-13	1.77737	2.23091e-13	1.65638
